release_idx,release_time,exec_time_s,period_s,deadline_s,finish_time,deadline_abs,missed_deadline,note
126,952900.293750300,0.000009200,0.020000000,0.020000000,952900.293759500,952900.313750300,0,
127,952900.325582300,0.000005300,0.020000000,0.020000000,952900.325587600,952900.345582300,0,
128,952900.341569300,0.000009200,0.020000000,0.020000000,952900.341578500,952900.361569300,0,
129,952900.358024900,0.000006600,0.020000000,0.020000000,952900.358031500,952900.378024900,0,
130,952900.373680700,0.000008700,0.020000000,0.020000000,952900.373689400,952900.393680700,0,
131,952900.404975900,0.000013800,0.020000000,0.020000000,952900.404989700,952900.424975900,0,
132,952900.419563700,0.000013500,0.020000000,0.020000000,952900.419577200,952900.439563700,0,
133,952900.434563700,0.000009200,0.020000000,0.020000000,952900.434572900,952900.454563700,0,
134,952900.450984000,0.000013100,0.020000000,0.020000000,952900.450997100,952900.470984000,0,
135,952900.482339600,0.000007500,0.020000000,0.020000000,952900.482347100,952900.502339600,0,
136,952900.498171600,0.000012800,0.020000000,0.020000000,952900.498184400,952900.518171600,0,
137,952900.514098900,0.000007600,0.020000000,0.020000000,952900.514106500,952900.534098900,0,
138,952900.544558200,0.000009500,0.020000000,0.020000000,952900.544567700,952900.564558200,0,
139,952900.559946800,0.000007300,0.020000000,0.020000000,952900.559954100,952900.579946800,0,
140,952900.574972900,0.000007400,0.020000000,0.020000000,952900.574980300,952900.594972900,0,
141,952900.605076100,0.000008000,0.020000000,0.020000000,952900.605084100,952900.625076100,0,
142,952900.621160500,0.000003400,0.020000000,0.020000000,952900.621163900,952900.641160500,0,
143,952900.636817400,0.000007700,0.020000000,0.020000000,952900.636825100,952900.656817400,0,
144,952900.651981300,0.000011200,0.020000000,0.020000000,952900.651992500,952900.671981300,0,
145,952900.683546900,0.000007700,0.020000000,0.020000000,952900.683554600,952900.703546900,0,
146,952900.698985900,0.000008200,0.020000000,0.020000000,952900.698994100,952900.718985900,0,
147,952900.715215600,0.000012100,0.020000000,0.020000000,952900.715227700,952900.735215600,0,
148,952900.730523300,0.000007800,0.020000000,0.020000000,952900.730531100,952900.750523300,0,
149,952900.761618900,0.000012000,0.020000000,0.020000000,952900.761630900,952900.781618900,0,
150,952900.776304500,0.000008400,0.020000000,0.020000000,952900.776312900,952900.796304500,0,
151,952900.791460400,0.000012400,0.020000000,0.020000000,952900.791472800,952900.811460400,0,
152,952900.822305400,0.000004100,0.020000000,0.020000000,952900.822309500,952900.842305400,0,
153,952900.837814900,0.000006500,0.020000000,0.020000000,952900.837821400,952900.857814900,0,
154,952900.853855500,0.000013800,0.020000000,0.020000000,952900.853869300,952900.873855500,0,
155,952900.885113200,0.000012600,0.020000000,0.020000000,952900.885125800,952900.905113200,0,
156,952900.900940800,0.000018700,0.020000000,0.020000000,952900.900959500,952900.920940800,0,
157,952900.917006400,0.000013100,0.020000000,0.020000000,952900.917019500,952900.937006400,0,
158,952900.933373900,0.000009600,0.020000000,0.020000000,952900.933383500,952900.953373900,0,
159,952900.964923300,0.000012100,0.020000000,0.020000000,952900.964935400,952900.984923300,0,
160,952900.980720700,0.000006500,0.020000000,0.020000000,952900.980727200,952901.000720700,0,
161,952900.995561700,0.000010900,0.020000000,0.020000000,952900.995572600,952901.015561700,0,
162,952901.011396400,0.000020900,0.020000000,0.020000000,952901.011417300,952901.031396400,0,
163,952901.041344400,0.000015300,0.020000000,0.020000000,952901.041359700,952901.061344400,0,
164,952901.056936800,0.000020100,0.020000000,0.020000000,952901.056956900,952901.076936800,0,
165,952901.072047400,0.000011100,0.020000000,0.020000000,952901.072058500,952901.092047400,0,
166,952901.104487500,0.000019100,0.020000000,0.020000000,952901.104506600,952901.124487500,0,
167,952901.119674200,0.000011300,0.020000000,0.020000000,952901.119685500,952901.139674200,0,
168,952901.136260900,0.000009100,0.020000000,0.020000000,952901.136270000,952901.156260900,0,
169,952901.150887600,0.000014000,0.020000000,0.020000000,952901.150901600,952901.170887600,0,
170,952901.183543200,0.000006500,0.020000000,0.020000000,952901.183549700,952901.203543200,0,
171,952901.198403200,0.000009700,0.020000000,0.020000000,952901.198412900,952901.218403200,0,
172,952901.214578800,0.000014300,0.020000000,0.020000000,952901.214593100,952901.234578800,0,
173,952901.245658500,0.000017900,0.020000000,0.020000000,952901.245676400,952901.265658500,0,
174,952901.261165000,0.000010000,0.020000000,0.020000000,952901.261175000,952901.281165000,0,
175,952901.276543500,0.000011700,0.020000000,0.020000000,952901.276555200,952901.296543500,0,
176,952901.292255600,0.000013300,0.020000000,0.020000000,952901.292268900,952901.312255600,0,
177,952901.323328500,0.000011100,0.020000000,0.020000000,952901.323339600,952901.343328500,0,
178,952901.339245400,0.000009300,0.020000000,0.020000000,952901.339254700,952901.359245400,0,
179,952901.354597300,0.000007600,0.020000000,0.020000000,952901.354604900,952901.374597300,0,
180,952901.385724700,0.000003700,0.020000000,0.020000000,952901.385728400,952901.405724700,0,
181,952901.401391000,0.000009200,0.020000000,0.020000000,952901.401400200,952901.421391000,0,
182,952901.416532500,0.000004400,0.020000000,0.020000000,952901.416536900,952901.436532500,0,
183,952901.432307700,0.000005200,0.020000000,0.020000000,952901.432312900,952901.452307700,0,
184,952901.463994200,0.000007200,0.020000000,0.020000000,952901.464001400,952901.483994200,0,
185,952901.479275000,0.000009000,0.020000000,0.020000000,952901.479284000,952901.499275000,0,
186,952901.494975700,0.000014000,0.020000000,0.020000000,952901.494989700,952901.514975700,0,
187,952901.510466300,0.000006900,0.020000000,0.020000000,952901.510473200,952901.530466300,0,
188,952901.542148900,0.000014500,0.020000000,0.020000000,952901.542163400,952901.562148900,0,
189,952901.558089500,0.000008900,0.020000000,0.020000000,952901.558098400,952901.578089500,0,
190,952901.573498800,0.000007900,0.020000000,0.020000000,952901.573506700,952901.593498800,0,
191,952901.604862900,0.000007500,0.020000000,0.020000000,952901.604870400,952901.624862900,0,
192,952901.621198300,0.000003300,0.020000000,0.020000000,952901.621201600,952901.641198300,0,
193,952901.636943600,0.000003800,0.020000000,0.020000000,952901.636947400,952901.656943600,0,
194,952901.652960300,0.000009500,0.020000000,0.020000000,952901.652969800,952901.672960300,0,
195,952901.683901400,0.000011200,0.020000000,0.020000000,952901.683912600,952901.703901400,0,
196,952901.699116700,0.000011100,0.020000000,0.020000000,952901.699127800,952901.719116700,0,
197,952901.715250200,0.000010600,0.020000000,0.020000000,952901.715260800,952901.735250200,0,
198,952901.730859000,0.000008700,0.020000000,0.020000000,952901.730867700,952901.750859000,0,
199,952901.762206000,0.000006900,0.020000000,0.020000000,952901.762212900,952901.782206000,0,
200,952901.777967300,0.000011400,0.020000000,0.020000000,952901.777978700,952901.797967300,0,
201,952901.793344100,0.000010100,0.020000000,0.020000000,952901.793354200,952901.813344100,0,
202,952901.824266800,0.000012200,0.020000000,0.020000000,952901.824279000,952901.844266800,0,
203,952901.839995500,0.000016000,0.020000000,0.020000000,952901.840011500,952901.859995500,0,
204,952901.855559700,0.000006000,0.020000000,0.020000000,952901.855565700,952901.875559700,0,
205,952901.871171800,0.000006400,0.020000000,0.020000000,952901.871178200,952901.891171800,0,
206,952901.902933600,0.000020500,0.020000000,0.020000000,952901.902954100,952901.922933600,0,
207,952901.917905400,0.000068400,0.020000000,0.020000000,952901.917973800,952901.937905400,0,
208,952901.933368200,0.000005700,0.020000000,0.020000000,952901.933373900,952901.953368200,0,
209,952901.964377200,0.000015000,0.020000000,0.020000000,952901.964392200,952901.984377200,0,
210,952901.979939500,0.000015500,0.020000000,0.020000000,952901.979955000,952901.999939500,0,
211,952901.994614800,0.000011400,0.020000000,0.020000000,952901.994626200,952902.014614800,0,
212,952902.024970100,0.000010000,0.020000000,0.020000000,952902.024980100,952902.044970100,0,
213,952902.040706900,0.000017200,0.020000000,0.020000000,952902.040724100,952902.060706900,0,
214,952902.056689500,0.000008600,0.020000000,0.020000000,952902.056698100,952902.076689500,0,
215,952902.071815300,0.000006400,0.020000000,0.020000000,952902.071821700,952902.091815300,0,
216,952902.103572500,0.000008500,0.020000000,0.020000000,952902.103581000,952902.123572500,0,
217,952902.119097200,0.000011100,0.020000000,0.020000000,952902.119108300,952902.139097200,0,
218,952902.134722400,0.000006800,0.020000000,0.020000000,952902.134729200,952902.154722400,0,
219,952902.150799400,0.000010000,0.020000000,0.020000000,952902.150809400,952902.170799400,0,
220,952902.181752000,0.000023000,0.020000000,0.020000000,952902.181775000,952902.201752000,0,
221,952902.197897800,0.000007800,0.020000000,0.020000000,952902.197905600,952902.217897800,0,
222,952902.213275100,0.000008000,0.020000000,0.020000000,952902.213283100,952902.233275100,0,
223,952902.244525300,0.000006300,0.020000000,0.020000000,952902.244531600,952902.264525300,0,
224,952902.259940200,0.000007800,0.020000000,0.020000000,952902.259948000,952902.279940200,0,
225,952902.276049800,0.000007000,0.020000000,0.020000000,952902.276056800,952902.296049800,0,
226,952902.291550000,0.000008600,0.020000000,0.020000000,952902.291558600,952902.311550000,0,
227,952902.323192100,0.000013700,0.020000000,0.020000000,952902.323205800,952902.343192100,0,
228,952902.338989000,0.000010200,0.020000000,0.020000000,952902.338999200,952902.358989000,0,
229,952902.354481600,0.000010400,0.020000000,0.020000000,952902.354492000,952902.374481600,0,
230,952902.385728200,0.000014600,0.020000000,0.020000000,952902.385742800,952902.405728200,0,
