release_idx,release_time,exec_time_s,period_s,deadline_s,finish_time,deadline_abs,missed_deadline,note
783,952913.438110400,0.000045600,0.020000000,0.020000000,952913.438156000,952913.458110400,0,
784,952913.469234900,0.000031100,0.020000000,0.020000000,952913.469266000,952913.489234900,0,
785,952913.484572500,0.000047100,0.020000000,0.020000000,952913.484619600,952913.504572500,0,
786,952913.500254600,0.000067100,0.020000000,0.020000000,952913.500321700,952913.520254600,0,
787,952913.515286500,0.000030100,0.020000000,0.020000000,952913.515316600,952913.535286500,0,
788,952913.546193800,0.000069800,0.020000000,0.020000000,952913.546263600,952913.566193800,0,
789,952913.561839300,0.000048500,0.020000000,0.020000000,952913.561887800,952913.581839300,0,
790,952913.577834800,0.000047100,0.020000000,0.020000000,952913.577881900,952913.597834800,0,
791,952913.609465000,0.000047400,0.020000000,0.020000000,952913.609512400,952913.629465000,0,
792,952913.624709600,0.000031800,0.020000000,0.020000000,952913.624741400,952913.644709600,0,
793,952913.640569800,0.000038700,0.020000000,0.020000000,952913.640608500,952913.660569800,0,
794,952913.656012600,0.000068200,0.020000000,0.020000000,952913.656080800,952913.676012600,0,
795,952913.686652900,0.000052800,0.020000000,0.020000000,952913.686705700,952913.706652900,0,
796,952913.702808700,0.000048800,0.020000000,0.020000000,952913.702857500,952913.722808700,0,
797,952913.718366800,0.000046000,0.020000000,0.020000000,952913.718412800,952913.738366800,0,
798,952913.748332800,0.000061000,0.020000000,0.020000000,952913.748393800,952913.768332800,0,
799,952913.764503500,0.000056900,0.020000000,0.020000000,952913.764560400,952913.784503500,0,
800,952913.780360100,0.000056400,0.020000000,0.020000000,952913.780416500,952913.800360100,0,
801,952913.795966600,0.000032300,0.020000000,0.020000000,952913.795998900,952913.815966600,0,
802,952913.827088600,0.000090500,0.020000000,0.020000000,952913.827179100,952913.847088600,0,
803,952913.843331800,0.000044400,0.020000000,0.020000000,952913.843376200,952913.863331800,0,
804,952913.858895200,0.000047900,0.020000000,0.020000000,952913.858943100,952913.878895200,0,
805,952913.889350100,0.000071400,0.020000000,0.020000000,952913.889421500,952913.909350100,0,
806,952913.905126600,0.000045900,0.020000000,0.020000000,952913.905172500,952913.925126600,0,
807,952913.921049100,0.000038600,0.020000000,0.020000000,952913.921087700,952913.941049100,0,
808,952913.936672300,0.000057100,0.020000000,0.020000000,952913.936729400,952913.956672300,0,
809,952913.968231600,0.000054100,0.020000000,0.020000000,952913.968285700,952913.988231600,0,
810,952913.983729800,0.000023800,0.020000000,0.020000000,952913.983753600,952914.003729800,0,
811,952913.999562800,0.000067000,0.020000000,0.020000000,952913.999629800,952914.019562800,0,
812,952914.030049800,0.000054900,0.020000000,0.020000000,952914.030104700,952914.050049800,0,
813,952914.045390800,0.000043300,0.020000000,0.020000000,952914.045434100,952914.065390800,0,
814,952914.060893100,0.000053500,0.020000000,0.020000000,952914.060946600,952914.080893100,0,
815,952914.076201900,0.000037000,0.020000000,0.020000000,952914.076238900,952914.096201900,0,
816,952914.106987900,0.000048300,0.020000000,0.020000000,952914.107036200,952914.126987900,0,
817,952914.123235700,0.000029500,0.020000000,0.020000000,952914.123265200,952914.143235700,0,
818,952914.139039700,0.000045800,0.020000000,0.020000000,952914.139085500,952914.159039700,0,
819,952914.170313400,0.000044300,0.020000000,0.020000000,952914.170357700,952914.190313400,0,
820,952914.186288400,0.000051000,0.020000000,0.020000000,952914.186339400,952914.206288400,0,
821,952914.201454700,0.000030500,0.020000000,0.020000000,952914.201485200,952914.221454700,0,
822,952914.217956700,0.000029800,0.020000000,0.020000000,952914.217986500,952914.237956700,0,
823,952914.248608600,0.000048000,0.020000000,0.020000000,952914.248656600,952914.268608600,0,
824,952914.264632700,0.000051000,0.020000000,0.020000000,952914.264683700,952914.284632700,0,
825,952914.280252300,0.000047300,0.020000000,0.020000000,952914.280299600,952914.300252300,0,
826,952914.310608400,0.000037700,0.020000000,0.020000000,952914.310646100,952914.330608400,0,
827,952914.326536100,0.000047900,0.020000000,0.020000000,952914.326584000,952914.346536100,0,
828,952914.342808900,0.000032800,0.020000000,0.020000000,952914.342841700,952914.362808900,0,
829,952914.358179100,0.000050700,0.020000000,0.020000000,952914.358229800,952914.378179100,0,
830,952914.389904200,0.000044500,0.020000000,0.020000000,952914.389948700,952914.409904200,0,
831,952914.405946700,0.000060000,0.020000000,0.020000000,952914.406006700,952914.425946700,0,
832,952914.421781700,0.000025700,0.020000000,0.020000000,952914.421807400,952914.441781700,0,
833,952914.436532000,0.000051000,0.020000000,0.020000000,952914.436583000,952914.456532000,0,
834,952914.468174600,0.000051300,0.020000000,0.020000000,952914.468225900,952914.488174600,0,
835,952914.483678100,0.000049200,0.020000000,0.020000000,952914.483727300,952914.503678100,0,
836,952914.499399000,0.000057800,0.020000000,0.020000000,952914.499456800,952914.519399000,0,
837,952914.530272900,0.000060200,0.020000000,0.020000000,952914.530333100,952914.550272900,0,
838,952914.546080400,0.000036900,0.020000000,0.020000000,952914.546117300,952914.566080400,0,
839,952914.561250100,0.000048600,0.020000000,0.020000000,952914.561298700,952914.581250100,0,
840,952914.576919900,0.000023600,0.020000000,0.020000000,952914.576943500,952914.596919900,0,
841,952914.608144700,0.000054300,0.020000000,0.020000000,952914.608199000,952914.628144700,0,
842,952914.623801000,0.000026200,0.020000000,0.020000000,952914.623827200,952914.643801000,0,
843,952914.638588200,0.000028200,0.020000000,0.020000000,952914.638616400,952914.658588200,0,
844,952914.669621800,0.000058500,0.020000000,0.020000000,952914.669680300,952914.689621800,0,
845,952914.685255600,0.000060100,0.020000000,0.020000000,952914.685315700,952914.705255600,0,
846,952914.701007600,0.000036000,0.020000000,0.020000000,952914.701043600,952914.721007600,0,
847,952914.716944500,0.000043100,0.020000000,0.020000000,952914.716987600,952914.736944500,0,
848,952914.748110300,0.000051300,0.020000000,0.020000000,952914.748161600,952914.768110300,0,
849,952914.764282800,0.000043800,0.020000000,0.020000000,952914.764326600,952914.784282800,0,
850,952914.779734500,0.000037000,0.020000000,0.020000000,952914.779771500,952914.799734500,0,
851,952914.810398700,0.000066200,0.020000000,0.020000000,952914.810464900,952914.830398700,0,
852,952914.826816400,0.000036000,0.020000000,0.020000000,952914.826852400,952914.846816400,0,
853,952914.841914500,0.000032600,0.020000000,0.020000000,952914.841947100,952914.861914500,0,
854,952914.858364300,0.000037700,0.020000000,0.020000000,952914.858402000,952914.878364300,0,
855,952914.888699600,0.000037800,0.020000000,0.020000000,952914.888737400,952914.908699600,0,
856,952914.904539500,0.000074800,0.020000000,0.020000000,952914.904614300,952914.924539500,0,
857,952914.920176900,0.000028800,0.020000000,0.020000000,952914.920205700,952914.940176900,0,
858,952914.936196300,0.000060500,0.020000000,0.020000000,952914.936256800,952914.956196300,0,
859,952914.966437700,0.000050900,0.020000000,0.020000000,952914.966488600,952914.986437700,0,
860,952914.981864600,0.000062600,0.020000000,0.020000000,952914.981927200,952915.001864600,0,
861,952914.998118800,0.000036900,0.020000000,0.020000000,952914.998155700,952915.018118800,0,
862,952915.029002700,0.000069800,0.020000000,0.020000000,952915.029072500,952915.049002700,0,
863,952915.044442000,0.000068500,0.020000000,0.020000000,952915.044510500,952915.064442000,0,
864,952915.060162500,0.000057300,0.020000000,0.020000000,952915.060219800,952915.080162500,0,
865,952915.076226400,0.000065300,0.020000000,0.020000000,952915.076291700,952915.096226400,0,
866,952915.108326800,0.000075800,0.020000000,0.020000000,952915.108402600,952915.128326800,0,
867,952915.123850900,0.000041100,0.020000000,0.020000000,952915.123892000,952915.143850900,0,
868,952915.139604000,0.000057100,0.020000000,0.020000000,952915.139661100,952915.159604000,0,
869,952915.170940400,0.000101200,0.020000000,0.020000000,952915.171041600,952915.190940400,0,
870,952915.186253300,0.000091000,0.020000000,0.020000000,952915.186344300,952915.206253300,0,
871,952915.201540500,0.000069100,0.020000000,0.020000000,952915.201609600,952915.221540500,0,
872,952915.218076000,0.000084300,0.020000000,0.020000000,952915.218160300,952915.238076000,0,
873,952915.248929200,0.000063700,0.020000000,0.020000000,952915.248992900,952915.268929200,0,
874,952915.265040400,0.000042400,0.020000000,0.020000000,952915.265082800,952915.285040400,0,
875,952915.280391300,0.000038500,0.020000000,0.020000000,952915.280429800,952915.300391300,0,
876,952915.295850500,0.000059700,0.020000000,0.020000000,952915.295910200,952915.315850500,0,
877,952915.326619500,0.000040500,0.020000000,0.020000000,952915.326660000,952915.346619500,0,
878,952915.341380100,0.000054900,0.020000000,0.020000000,952915.341435000,952915.361380100,0,
879,952915.356940700,0.000045600,0.020000000,0.020000000,952915.356986300,952915.376940700,0,
880,952915.388030800,0.000061700,0.020000000,0.020000000,952915.388092500,952915.408030800,0,
881,952915.403678100,0.000061600,0.020000000,0.020000000,952915.403739700,952915.423678100,0,
882,952915.419296800,0.000038600,0.020000000,0.020000000,952915.419335400,952915.439296800,0,
883,952915.451078500,0.000053500,0.020000000,0.020000000,952915.451132000,952915.471078500,0,
884,952915.466190700,0.000053600,0.020000000,0.020000000,952915.466244300,952915.486190700,0,
885,952915.481936900,0.000036900,0.020000000,0.020000000,952915.481973800,952915.501936900,0,
886,952915.497944100,0.000035900,0.020000000,0.020000000,952915.497980000,952915.517944100,0,
887,952915.528975700,0.000092000,0.020000000,0.020000000,952915.529067700,952915.548975700,0,
888,952915.544525600,0.000058400,0.020000000,0.020000000,952915.544584000,952915.564525600,0,
889,952915.560251700,0.000049300,0.020000000,0.020000000,952915.560301000,952915.580251700,0,
890,952915.576239100,0.000073900,0.020000000,0.020000000,952915.576313000,952915.596239100,0,
891,952915.607821600,0.000054600,0.020000000,0.020000000,952915.607876200,952915.627821600,0,
892,952915.623477600,0.000059600,0.020000000,0.020000000,952915.623537200,952915.643477600,0,
893,952915.638567000,0.000053500,0.020000000,0.020000000,952915.638620500,952915.658567000,0,
894,952915.670196900,0.000036500,0.020000000,0.020000000,952915.670233400,952915.690196900,0,
895,952915.685036400,0.000053300,0.020000000,0.020000000,952915.685089700,952915.705036400,0,
896,952915.700331900,0.000060500,0.020000000,0.020000000,952915.700392400,952915.720331900,0,
897,952915.716207000,0.000050800,0.020000000,0.020000000,952915.716257800,952915.736207000,0,
898,952915.746735300,0.000044600,0.020000000,0.020000000,952915.746779900,952915.766735300,0,
899,952915.762766900,0.000137000,0.020000000,0.020000000,952915.762903900,952915.782766900,0,
900,952915.778034100,0.000079800,0.020000000,0.020000000,952915.778113900,952915.798034100,0,
901,952915.808193500,0.000112700,0.020000000,0.020000000,952915.808306200,952915.828193500,0,
902,952915.823661400,0.000118100,0.020000000,0.020000000,952915.823779500,952915.843661400,0,
903,952915.839307500,0.000104900,0.020000000,0.020000000,952915.839412400,952915.859307500,0,
904,952915.869849000,0.000060200,0.020000000,0.020000000,952915.869909200,952915.889849000,0,
905,952915.885895700,0.000063000,0.020000000,0.020000000,952915.885958700,952915.905895700,0,
906,952915.902466900,0.000065200,0.020000000,0.020000000,952915.902532100,952915.922466900,0,
907,952915.918356600,0.000057800,0.020000000,0.020000000,952915.918414400,952915.938356600,0,
908,952915.949958900,0.000063900,0.020000000,0.020000000,952915.950022800,952915.969958900,0,
909,952915.966030000,0.000075800,0.020000000,0.020000000,952915.966105800,952915.986030000,0,
910,952915.981405500,0.000054600,0.020000000,0.020000000,952915.981460100,952916.001405500,0,
911,952915.996698800,0.000052200,0.020000000,0.020000000,952915.996751000,952916.016698800,0,
912,952916.028266200,0.000048300,0.020000000,0.020000000,952916.028314500,952916.048266200,0,
913,952916.043802900,0.000049500,0.020000000,0.020000000,952916.043852400,952916.063802900,0,
914,952916.059244100,0.000063000,0.020000000,0.020000000,952916.059307100,952916.079244100,0,
915,952916.090645900,0.000061400,0.020000000,0.020000000,952916.090707300,952916.110645900,0,
916,952916.105913400,0.000056800,0.020000000,0.020000000,952916.105970200,952916.125913400,0,
917,952916.121304900,0.000028900,0.020000000,0.020000000,952916.121333800,952916.141304900,0,
918,952916.136775700,0.000042200,0.020000000,0.020000000,952916.136817900,952916.156775700,0,
919,952916.168008000,0.000062600,0.020000000,0.020000000,952916.168070600,952916.188008000,0,
920,952916.183479700,0.000098600,0.020000000,0.020000000,952916.183578300,952916.203479700,0,
921,952916.199298100,0.000038200,0.020000000,0.020000000,952916.199336300,952916.219298100,0,
922,952916.229926300,0.000058400,0.020000000,0.020000000,952916.229984700,952916.249926300,0,
923,952916.245576800,0.000046100,0.020000000,0.020000000,952916.245622900,952916.265576800,0,
924,952916.260992300,0.000053900,0.020000000,0.020000000,952916.261046200,952916.280992300,0,
925,952916.290683500,0.000059000,0.020000000,0.020000000,952916.290742500,952916.310683500,0,
926,952916.306757700,0.000048700,0.020000000,0.020000000,952916.306806400,952916.326757700,0,
927,952916.321980100,0.000049800,0.020000000,0.020000000,952916.322029900,952916.341980100,0,
928,952916.338081900,0.000053800,0.020000000,0.020000000,952916.338135700,952916.358081900,0,
929,952916.369376800,0.000033300,0.020000000,0.020000000,952916.369410100,952916.389376800,0,
930,952916.384898000,0.000046100,0.020000000,0.020000000,952916.384944100,952916.404898000,0,
931,952916.400978100,0.000043600,0.020000000,0.020000000,952916.401021700,952916.420978100,0,
932,952916.416518700,0.000043900,0.020000000,0.020000000,952916.416562600,952916.436518700,0,
933,952916.447981700,0.000076700,0.020000000,0.020000000,952916.448058400,952916.467981700,0,
934,952916.463994600,0.000052900,0.020000000,0.020000000,952916.464047500,952916.483994600,0,
935,952916.479803700,0.000049000,0.020000000,0.020000000,952916.479852700,952916.499803700,0,
936,952916.510583400,0.000051100,0.020000000,0.020000000,952916.510634500,952916.530583400,0,
937,952916.526271700,0.000073200,0.020000000,0.020000000,952916.526344900,952916.546271700,0,
938,952916.541277000,0.000048200,0.020000000,0.020000000,952916.541325200,952916.561277000,0,
939,952916.556986200,0.000040800,0.020000000,0.020000000,952916.557027000,952916.576986200,0,
940,952916.588238400,0.000044300,0.020000000,0.020000000,952916.588282700,952916.608238400,0,
941,952916.603212200,0.000057100,0.020000000,0.020000000,952916.603269300,952916.623212200,0,
942,952916.619309400,0.000042200,0.020000000,0.020000000,952916.619351600,952916.639309400,0,
943,952916.650697200,0.000048300,0.020000000,0.020000000,952916.650745500,952916.670697200,0,
944,952916.666620000,0.000064900,0.020000000,0.020000000,952916.666684900,952916.686620000,0,
945,952916.682152300,0.000060000,0.020000000,0.020000000,952916.682212300,952916.702152300,0,
946,952916.698313900,0.000054200,0.020000000,0.020000000,952916.698368100,952916.718313900,0,
947,952916.730060200,0.000051300,0.020000000,0.020000000,952916.730111500,952916.750060200,0,
948,952916.745433200,0.000054800,0.020000000,0.020000000,952916.745488000,952916.765433200,0,
949,952916.761244100,0.000062500,0.020000000,0.020000000,952916.761306600,952916.781244100,0,
950,952916.776610800,0.000057300,0.020000000,0.020000000,952916.776668100,952916.796610800,0,
951,952916.808113600,0.000054500,0.020000000,0.020000000,952916.808168100,952916.828113600,0,
952,952916.823660200,0.000062600,0.020000000,0.020000000,952916.823722800,952916.843660200,0,
953,952916.838858400,0.000058300,0.020000000,0.020000000,952916.838916700,952916.858858400,0,
954,952916.870054600,0.000050000,0.020000000,0.020000000,952916.870104600,952916.890054600,0,
955,952916.886185400,0.000051000,0.020000000,0.020000000,952916.886236400,952916.906185400,0,
956,952916.901210500,0.000043300,0.020000000,0.020000000,952916.901253800,952916.921210500,0,
957,952916.916842200,0.000033400,0.020000000,0.020000000,952916.916875600,952916.936842200,0,
958,952916.948267900,0.000045100,0.020000000,0.020000000,952916.948313000,952916.968267900,0,
959,952916.964434600,0.000045600,0.020000000,0.020000000,952916.964480200,952916.984434600,0,
960,952916.980299500,0.000051000,0.020000000,0.020000000,952916.980350500,952917.000299500,0,
961,952916.995762200,0.000035600,0.020000000,0.020000000,952916.995797800,952917.015762200,0,
962,952917.027363600,0.000039800,0.020000000,0.020000000,952917.027403400,952917.047363600,0,
963,952917.043442200,0.000024100,0.020000000,0.020000000,952917.043466300,952917.063442200,0,
964,952917.058795000,0.000044700,0.020000000,0.020000000,952917.058839700,952917.078795000,0,
965,952917.090632800,0.000042700,0.020000000,0.020000000,952917.090675500,952917.110632800,0,
966,952917.105598400,0.000052000,0.020000000,0.020000000,952917.105650400,952917.125598400,0,
967,952917.120915600,0.000053000,0.020000000,0.020000000,952917.120968600,952917.140915600,0,
968,952917.136526100,0.000070000,0.020000000,0.020000000,952917.136596100,952917.156526100,0,
969,952917.167929100,0.000049800,0.020000000,0.020000000,952917.167978900,952917.187929100,0,
970,952917.182952700,0.000046000,0.020000000,0.020000000,952917.182998700,952917.202952700,0,
